date	fly_id	species	strain	sex	tastant_comparison	food_choice	NumberOfSips/1hour
2021-10-08	fly_166	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	1069
2021-10-08	fly_167	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	301
2021-10-08	fly_167	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	638
2021-10-08	fly_168	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	575
2021-10-08	fly_168	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	138
2021-10-08	fly_169	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	507
2021-10-08	fly_169	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	1151
2021-10-08	fly_170	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	1053
2021-10-08	fly_170	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	398
2021-10-08	fly_171	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	363
2021-10-08	fly_171	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	100
2021-10-08	fly_172	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	1066
2021-10-08	fly_172	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	523
2021-10-08	fly_173	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	134
2021-10-08	fly_173	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	143
2021-10-08	fly_174	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	209
2021-10-08	fly_174	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	320
2021-10-08	fly_175	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	216
2021-10-08	fly_175	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	23
2021-10-08	fly_176	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	336
2021-10-08	fly_176	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	146
2021-10-08	fly_177	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	1785
2021-10-08	fly_177	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	372
2021-10-08	fly_178	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	2423
2021-10-08	fly_178	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	500
2021-10-08	fly_179	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	27
2021-10-08	fly_179	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	56
2021-10-08	fly_180	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	192
2021-10-08	fly_180	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	76
2021-10-08	fly_181	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	571
2021-10-08	fly_181	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	1019
2021-10-08	fly_182	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	738
2021-10-08	fly_182	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	1685
2021-10-08	fly_183	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	1899
2021-10-08	fly_183	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	1133
2021-10-08	fly_184	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	1871
2021-10-08	fly_184	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	561
2021-10-08	fly_185	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	1687
2021-10-08	fly_185	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	1494
2021-10-08	fly_186	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	1064
2021-10-08	fly_186	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	319
2021-10-08	fly_187	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	324
2021-10-08	fly_187	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	598
2021-10-08	fly_188	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	1001
2021-10-08	fly_188	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	399
2021-10-08	fly_189	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	2158
2021-10-08	fly_189	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	912
2021-10-08	fly_190	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	284
2021-10-08	fly_190	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	1433
2021-10-08	fly_191	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	500
2021-10-08	fly_191	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	976
2021-10-08	fly_192	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	noni_juice	1701
2021-10-08	fly_192	D. melanogaster	Gr66a>Kir2.1	female	noni juice vs grape juice	grape_juice	746
NA	fly_193	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	29
NA	fly_193	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	111
NA	fly_194	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	37
NA	fly_194	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	140
NA	fly_195	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	1090
NA	fly_195	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	567
NA	fly_196	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	276
NA	fly_196	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	18
NA	fly_197	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	272
NA	fly_197	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	107
NA	fly_198	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	179
NA	fly_198	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	99
NA	fly_199	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	12
NA	fly_199	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	195
NA	fly_200	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	345
NA	fly_200	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	300
NA	fly_201	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	62
NA	fly_201	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	244
NA	fly_202	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	31
NA	fly_202	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	39
NA	fly_203	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	325
NA	fly_203	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	135
NA	fly_204	D. sechellia	07	female	noni juice vs grape juice	noni_juice	15
NA	fly_204	D. sechellia	07	female	noni juice vs grape juice	grape_juice	27
NA	fly_205	D. sechellia	07	female	noni juice vs grape juice	noni_juice	133
NA	fly_205	D. sechellia	07	female	noni juice vs grape juice	grape_juice	39
NA	fly_206	D. simulans	04	female	noni juice vs grape juice	noni_juice	18
NA	fly_206	D. simulans	04	female	noni juice vs grape juice	grape_juice	64
NA	fly_207	D. simulans	04	female	noni juice vs grape juice	noni_juice	108
NA	fly_207	D. simulans	04	female	noni juice vs grape juice	grape_juice	25
NA	fly_208	D. simulans	04	female	noni juice vs grape juice	noni_juice	20
NA	fly_208	D. simulans	04	female	noni juice vs grape juice	grape_juice	24
NA	fly_209	D. simulans	04	female	noni juice vs grape juice	noni_juice	10
NA	fly_209	D. simulans	04	female	noni juice vs grape juice	grape_juice	48
NA	fly_210	D. sechellia	07	female	noni juice vs grape juice	noni_juice	61
NA	fly_210	D. sechellia	07	female	noni juice vs grape juice	grape_juice	26
NA	fly_211	D. sechellia	07	female	noni juice vs grape juice	noni_juice	204
NA	fly_211	D. sechellia	07	female	noni juice vs grape juice	grape_juice	35
NA	fly_212	D. sechellia	07	female	noni juice vs grape juice	noni_juice	288
NA	fly_212	D. sechellia	07	female	noni juice vs grape juice	grape_juice	24
NA	fly_213	D. simulans	04	female	noni juice vs grape juice	noni_juice	27
NA	fly_213	D. simulans	04	female	noni juice vs grape juice	grape_juice	22
NA	fly_214	D. simulans	04	female	noni juice vs grape juice	noni_juice	37
NA	fly_214	D. simulans	04	female	noni juice vs grape juice	grape_juice	183
NA	fly_215	D. simulans	04	female	noni juice vs grape juice	noni_juice	99
NA	fly_215	D. simulans	04	female	noni juice vs grape juice	grape_juice	144
NA	fly_216	D. simulans	04	female	noni juice vs grape juice	noni_juice	248
NA	fly_216	D. simulans	04	female	noni juice vs grape juice	grape_juice	88
NA	fly_217	D. simulans	04	female	noni juice vs grape juice	noni_juice	52
NA	fly_217	D. simulans	04	female	noni juice vs grape juice	grape_juice	22
NA	fly_218	D. simulans	04	female	noni juice vs grape juice	noni_juice	188
NA	fly_218	D. simulans	04	female	noni juice vs grape juice	grape_juice	58
NA	fly_219	D. simulans	04	female	noni juice vs grape juice	noni_juice	250
NA	fly_219	D. simulans	04	female	noni juice vs grape juice	grape_juice	20
NA	fly_220	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	61
NA	fly_220	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	101
NA	fly_221	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	195
NA	fly_221	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	12
NA	fly_222	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	35
NA	fly_222	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	146
NA	fly_223	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	58
NA	fly_223	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	51
NA	fly_224	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	32
NA	fly_224	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	13
NA	fly_225	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	33
NA	fly_225	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	29
NA	fly_226	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	18
NA	fly_226	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	48
NA	fly_227	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	35
NA	fly_227	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	380
NA	fly_228	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	438
NA	fly_228	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	115
NA	fly_229	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	43
NA	fly_229	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	431
NA	fly_230	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	12
NA	fly_230	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	105
NA	fly_231	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	22
NA	fly_231	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	99
NA	fly_232	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	35
NA	fly_232	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	26
NA	fly_233	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	85
NA	fly_233	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	47
2021-10-13	fly_234	D. melanogaster	Canton-S	female	noni juice vs grape juice	noni_juice	302
2021-10-13	fly_234	D. melanogaster	Canton-S	female	noni juice vs grape juice	grape_juice	248
2021-10-13	fly_235	D. melanogaster	Canton-S	female	noni juice vs grape juice	noni_juice	32
2021-10-13	fly_235	D. melanogaster	Canton-S	female	noni juice vs grape juice	grape_juice	360
2021-10-13	fly_236	D. melanogaster	Canton-S	female	noni juice vs grape juice	noni_juice	84
2021-10-13	fly_236	D. melanogaster	Canton-S	female	noni juice vs grape juice	grape_juice	726
2021-10-13	fly_237	D. melanogaster	Canton-S	female	noni juice vs grape juice	noni_juice	25
2021-10-13	fly_237	D. melanogaster	Canton-S	female	noni juice vs grape juice	grape_juice	330
2021-10-13	fly_238	D. melanogaster	Canton-S	female	noni juice vs grape juice	noni_juice	57
2021-10-13	fly_238	D. melanogaster	Canton-S	female	noni juice vs grape juice	grape_juice	37
2021-10-13	fly_239	D. melanogaster	Canton-S	female	noni juice vs grape juice	noni_juice	62
2021-10-13	fly_239	D. melanogaster	Canton-S	female	noni juice vs grape juice	grape_juice	49
2021-10-13	fly_240	D. melanogaster	Canton-S	female	noni juice vs grape juice	noni_juice	101
2021-10-13	fly_240	D. melanogaster	Canton-S	female	noni juice vs grape juice	grape_juice	390
2021-10-13	fly_241	D. melanogaster	Canton-S	female	noni juice vs grape juice	noni_juice	111
2021-10-13	fly_241	D. melanogaster	Canton-S	female	noni juice vs grape juice	grape_juice	401
2021-10-13	fly_242	D. melanogaster	Canton-S	female	noni juice vs grape juice	noni_juice	55
2021-10-13	fly_242	D. melanogaster	Canton-S	female	noni juice vs grape juice	grape_juice	17
NA	fly_243	D. sechellia	07	female	noni juice vs grape juice	noni_juice	123
NA	fly_243	D. sechellia	07	female	noni juice vs grape juice	grape_juice	14
NA	fly_244	D. sechellia	07	female	noni juice vs grape juice	noni_juice	76
NA	fly_244	D. sechellia	07	female	noni juice vs grape juice	grape_juice	159
NA	fly_245	D. sechellia	07	female	noni juice vs grape juice	noni_juice	230
NA	fly_245	D. sechellia	07	female	noni juice vs grape juice	grape_juice	50
NA	fly_246	D. sechellia	07	female	noni juice vs grape juice	noni_juice	50
NA	fly_246	D. sechellia	07	female	noni juice vs grape juice	grape_juice	88
NA	fly_247	D. sechellia	07	female	noni juice vs grape juice	noni_juice	23
NA	fly_247	D. sechellia	07	female	noni juice vs grape juice	grape_juice	19
NA	fly_248	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	22
NA	fly_248	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	53
NA	fly_249	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	87
NA	fly_249	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	194
NA	fly_250	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	205
NA	fly_250	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	248
NA	fly_251	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	272
NA	fly_251	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	639
NA	fly_252	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	744
NA	fly_252	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	369
NA	fly_253	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	226
NA	fly_253	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	91
NA	fly_254	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	43
NA	fly_254	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	564
NA	fly_255	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	519
NA	fly_255	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	448
NA	fly_256	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	157
NA	fly_256	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	713
NA	fly_257	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	29
NA	fly_257	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	244
NA	fly_258	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	491
NA	fly_258	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	294
NA	fly_259	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	334
NA	fly_259	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	241
NA	fly_260	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	415
NA	fly_260	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	266
NA	fly_261	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	38
NA	fly_261	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	436
NA	fly_262	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	355
NA	fly_262	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	186
NA	fly_263	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	264
NA	fly_263	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	212
NA	fly_264	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	noni_juice	67
NA	fly_264	D. sechellia	Ir8a-;;Orco-	female	noni juice vs grape juice	grape_juice	577
NA	fly_265	D. sechellia	07	female	noni juice vs grape juice	noni_juice	156
NA	fly_265	D. sechellia	07	female	noni juice vs grape juice	grape_juice	123
NA	fly_266	D. sechellia	07	female	noni juice vs grape juice	noni_juice	200
NA	fly_266	D. sechellia	07	female	noni juice vs grape juice	grape_juice	31
NA	fly_267	D. sechellia	07	female	noni juice vs grape juice	noni_juice	369
NA	fly_267	D. sechellia	07	female	noni juice vs grape juice	grape_juice	227
NA	fly_268	D. sechellia	07	female	noni juice vs grape juice	noni_juice	98
NA	fly_268	D. sechellia	07	female	noni juice vs grape juice	grape_juice	72
NA	fly_269	D. sechellia	07	female	noni juice vs grape juice	noni_juice	148
NA	fly_269	D. sechellia	07	female	noni juice vs grape juice	grape_juice	104
NA	fly_270	D. sechellia	07	female	noni juice vs grape juice	noni_juice	264
NA	fly_270	D. sechellia	07	female	noni juice vs grape juice	grape_juice	202
NA	fly_271	D. sechellia	07	female	noni juice vs grape juice	noni_juice	272
NA	fly_271	D. sechellia	07	female	noni juice vs grape juice	grape_juice	26
NA	fly_272	D. simulans	04	female	noni juice vs grape juice	noni_juice	61
NA	fly_272	D. simulans	04	female	noni juice vs grape juice	grape_juice	127
NA	fly_273	D. simulans	04	female	noni juice vs grape juice	noni_juice	49
NA	fly_273	D. simulans	04	female	noni juice vs grape juice	grape_juice	297
NA	fly_274	D. simulans	04	female	noni juice vs grape juice	noni_juice	34
NA	fly_274	D. simulans	04	female	noni juice vs grape juice	grape_juice	297
NA	fly_275	D. simulans	04	female	noni juice vs grape juice	noni_juice	204
NA	fly_275	D. simulans	04	female	noni juice vs grape juice	grape_juice	196
